ObjectId,agency_ref,name,address1,address2,city,state,county_name,zip,phone,email,tefap,latitude,longitude,Date_of_Last_SO,Hours_Monday,ByAppointmentOnly_Monday,ResidentsOnly_Monday,Notes_Monday,Reqs_Monday,Hours_Tuesday,ByAppointmentOnly_Tuesday,ResidentsOnly_Tuesday,Notes_Tuesday,Reqs_Tuesday,Hours_Wednesday,ByAppointmentOnly_Wednesday,ResidentsOnly_Wednesday,Notes_Wednesday,Reqs_Wednesday,Hours_Thursday,ByAppointmentOnly_Thursday,ResidentsOnly_Thursday,Notes_Thursday,Reqs_Thursday,Hours_Friday,ByAppointmentOnly_Friday,ResidentsOnly_Friday,Notes_Friday,Reqs_Friday,Hours_Saturday,ByAppointmentOnly_Saturday,ResidentsOnly_Saturday,Notes_Saturday,Reqs_Saturday,Hours_Sunday,ByAppointmentOnly_Sunday,ResidentsOnly_Sunday,Notes_Sunday,Reqs_Sunday,TEFAP_Auto_Eligible,TEFAP_Income_Levels
189,21967-MOMK-01,Dale City Christian Church,14022 Lindendale Rd,,Dale City,VA,VA Prince William County,22193,(703) 590-3716,dccccommunityoutreach@aol.com,Non-TEFAP,38.648507,-77.360023,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
190,21711-PART-01,La Iglesia Episcopal de Santa Maria,7000 Arlington Blvd,,Falls Church,VA,VA Fairfax County,22042,(703) 593-7972,erickamasias@outlook.com,TEFAP Available,38.868448,-77.185906,2026-04-07 00:00:00,,,,,,4:00 PM to 6:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
191,19261-PART-01,St. Anthony of Padua Catholic Church,3305 Glen Carlyn Road,,Falls Church,VA,VA Fairfax County,22041,(703) 628-5564,ubaldo@stanthonyparish.org,TEFAP Available,38.856953,-77.139053,2026-04-14 00:00:00,10:00 AM to 1:00 PM; Every week,No,No,, ,,,,,,10:00 AM to 1:00 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
192,21930-MOMK-01,Barcroft Elementary School,700 S Buchanan St,,Arlington,VA,VA Arlington County,22204,(703) 721-8334,anush@cisofnova.org,Non-TEFAP,38.860182,-77.110653,2026-04-09 00:00:00,,,,,,,,,,,,,,,,3:00 PM to 5:00 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
193,22261-PART-01,Greater Little Zion Baptist Church,10185 Zion Dr,,Fairfax,VA,VA Fairfax County,22032,(703) 728-4513,kccrockett@aol.com,Non-TEFAP,38.805745,-77.29761,2026-03-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
194,15830-PART-01,United Community Ministry,7511 Fordson Road,,Alexandria,VA,VA Fairfax County,22306,(703) 768-7106,brenda.renninger@unitedcommunity.org,TEFAP Available,38.75378,-77.085186,2026-04-06 00:00:00,"10:00 AM to 1:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310.)", ,"12:00 PM to 3:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310.)", ,"2:00 PM to 5:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310.)", ,"12:00 PM to 3:00 PM; Every week (Note: 22303, 22306, 22307, 23308, 22309, 22310.)",No,No," (Note: 22303, 22306, 22307, 23308, 22309, 22310.)", ,,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
195,19653-PART-01,Groveton Baptist Church,6511 Richmond Highway,,Alexandria,VA,VA Fairfax County,22306,(703) 768-9084,info@grovetonbaptistchurch.org,Non-TEFAP,38.775779,-77.080054,2026-04-09 00:00:00,,,,,,,,,,,,,,,,,,,,,10:00 AM to 3:00 PM; Every week,No,No,, ,,,,,,,,,,,N/A,N/A
196,16840-MOMK-02,Fairmont Gardens Apartments,4100 Wadsworth Ct,,Annandale,VA,VA Fairfax County,22003,(703) 772-3132,arnoldo@justice4all.org,Non-TEFAP,38.8364797,-77.2040144,2026-04-30 00:00:00,,,,,,,,,,,,,,,,9:00 AM to 11:00 AM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
197,19200-PART-01,Floris United Methodist Church,13600 Frying Pan Road,,Herndon,VA,VA Fairfax County,20171,(703) 793-0026,krakestraw@florisumc.org,TEFAP Available,38.942751,-77.416968,2026-03-27 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:00 AM to 9:00 AM; 1st of the Month (Note: Income requirement only applies to TEFAP pantry),No,No, (Note: Income requirement only applies to TEFAP pantry), ,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
198,19507-PART-01,Haymarket Regional Food Pantry,7669 Limestone Drive,,Gainesville,VA,VA Prince William County,20155,(703) 795-4892,efsmith11@gmail.com,Non-TEFAP,38.790517,-77.598066,2026-03-30 00:00:00,5:00 PM to 8:30 PM; Every week,Yes,No,, ,5:00 PM to 8:30 PM; Every week,Yes,No,, ,5:00 PM to 8:30 PM; Every week,Yes,No,, ,5:00 PM to 8:30 PM; Every week,Yes,No,, ,,,,,,9:00 AM to 12:00 PM; Every week,Yes,No,, ,,,,,,N/A,N/A
199,16705-PART-01,Bread & Fishes,3890 Cameron Street,,Dumfries,Va,VA Prince William County,22026,(703) 819-8882,ChrystalWoodard@vaumc.org,Non-TEFAP,38.568722,-77.32894,2026-03-30 00:00:00,5:00 PM to 6:00 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 12:30 PM; Every week,No,No,, ,N/A,N/A
200,19261-PUSH-01,St. Anthony of Padua Catholic Church,3305 Glen Carlyn Rd,,Falls Church,VA,VA Fairfax County,22041,(703) 820-7111,ucisneros@stanthonyparish.org,Non-TEFAP,38.856953,-77.139053,2026-04-01 00:00:00,,,,,,,,,,,10:00 AM to 2:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
201,19357-PART-01,Centreville UMC,6400 Old Centreville Rd,,Centreville,VA,VA Fairfax County,20121,(703) 830-2684,pmohr@centreville-umc.org,TEFAP Available,38.825598,-77.439884,2026-04-07 00:00:00,,,,,,,,,,,,,,,,"5:30 PM to 6:30 PM; 4th of the Month (Note: Distribution located at Centreville United Methodist Church in a Drive-Thru format. In July 2026, the distribution will be on the 5th Thursday. November and December the distribution is on the 3rd Thursday of the month.)",No,No," (Note: Distribution located at Centreville United Methodist Church in a Drive-Thru format. In July 2026, the distribution will be on the 5th Thursday. November and December the distribution is on the 3rd Thursday of the month.)", ,,,,,,7:30 AM to 9:30 AM; 2nd of the Month,No,No,, ,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
202,14570-PART-01,ALIVE,801 S Payne St,,Alexandria,VA,VA City of Alexandria,22302,(703) 837-9300,opsdir@alive-inc.org,TEFAP Available,38.797776,-77.055863,2026-03-31 00:00:00,9:00 AM to 4:00 PM; Every week,No,No,, ,9:00 AM to 4:00 PM; Every week,No,No,, ,,,,,,,,,,,,,,,,"8:30 AM to 10:30 AM; 4th of the Month (Note: Last Saturday of the month)
8:30 AM to 10:30 AM; 4th of the Month (Note: Last Saturday of the month, not necessarily the 4th Saturday)
9:30 AM to 11:00 AM; 3rd of the Month",No,No," (Note: Last Saturday of the month)
 (Note: Last Saturday of the month, not necessarily the 4th Saturday)
"," 
 
 ",,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
203,14570-PART-02,ALIVE!,619 South Pickett Street,,Alexandria,VA,VA City of Alexandria,22302,(703) 837-9300,opsdir@alive-inc.org,Non-TEFAP,38.8052768,-77.1312513,2026-04-15 00:00:00,9:00 AM to 3:00 PM; Every week (Note: Not a distribution location. Only storage),No,No, (Note: Not a distribution location. Only storage), ,9:00 AM to 3:00 PM; Every week (Note: Not a distribution location. Only storage),No,No, (Note: Not a distribution location. Only storage), ,9:00 AM to 3:00 PM; Every week (Note: Not a distribution location. Only storage),No,No, (Note: Not a distribution location. Only storage), ,9:00 AM to 3:00 PM; Every week (Note: Not a distribution location. Only storage),No,No, (Note: Not a distribution location. Only storage), ,9:00 AM to 3:00 PM; Every week (Note: Not a distribution location. Only storage),No,No, (Note: Not a distribution location. Only storage), ,,,,,,,,,,,N/A,N/A
204,14570-PUSH-06,William Ramsay Recreation Center,5650 Sanger Avenue,,Alexandria,VA,VA City of Alexandria,22311,(703) 837-9300,joe.harrington0609@gmail.com,Non-TEFAP,38.827202,-77.130435,2026-03-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 4th of the Month,No,No,, ,,,,,,N/A,N/A
205,22633-PART-01,St. Matthews Ken Jackson Food Closet,8617 Little River Turnpike,,Annandale,VA,VA Fairfax County,22003,(703) 919-7051,candrukonis@gmail.com,Non-TEFAP,38.836894,-77.244231,2026-03-24 00:00:00,"5:00 PM to 6:30 PM; Every week (Note: Distribution at door 3, Far left from front of church)",No,No," (Note: Distribution at door 3, Far left from front of church)", ,,,,,,,,,,,,,,,,"9:00 AM to 10:30 AM; Every week (Note: Distribution at door 3, Far left from front of church)",No,No," (Note: Distribution at door 3, Far left from front of church)", ,,,,,,,,,,,N/A,N/A
206,22118-MOMK-01,Mount Olive Baptist Church,1601 13th Rd S,,Arlington,VA,VA Arlington County,22204,(703) 920-7293,ktaylor@mtolivebc.org,Non-TEFAP,38.862704,-77.071447,2026-04-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 2:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
207,19143-PART-01,Woodbridge Workers,13950 Jefferson Davis Highway,,Woodbridge,VA,VA Prince William County,22193,(703) 969-0197,lyallna@comcast.net,Non-TEFAP,38.651994,-77.259957,2026-04-17 00:00:00,11:30 AM to 12:30 PM; Every week,No,No,, ,,,,,,,,,,,11:30 AM to 12:30 PM; Every week,No,No,, ,11:30 AM to 12:30 PM; Every week,No,No,, ,11:30 AM to 12:30 PM; Every week,No,No,, ,,,,,,N/A,N/A
208,18295-MOMK-01,Coverstone Apartments,10934 Coverstone Dr,,Manassas,VA,VA Prince William County,20109,(703) 969-0197,lyallna@comcast.net,Non-TEFAP,38.794455,-77.52208,2026-04-15 00:00:00,,,,,,,,,,,9:00 AM to 11:00 AM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
209,223409-MOMK-01,The Journey,6427 Franconia Rd,,Springfield,VA,VA Fairfax County,22150,(703) 971-0277,robyn@thejourneynova.org,Non-TEFAP,38.7778244,-77.1648869,2026-04-11 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 1:00 PM; 2nd of the Month,No,No,, ,,,,,,N/A,N/A
210,19488-PART-01,"Koinonia Foundation, Inc.",6037 Franconia Road,,Alexandria,VA,VA Fairfax County,22310,(703) 971-1991,judy@koinoniacares.org,Non-TEFAP,38.782088,-77.144471,2026-04-20 00:00:00,"9:00 AM to 12:30 PM; Every week (Note: Must live in service area.  Call to check)
4:00 PM to 7:30 PM; Every week (Note: Must live in service area. Call to check.)",Yes,"Yes
No"," (Note: Must live in service area.  Call to check)
 (Note: Must live in service area. Call to check.)"," 
 ",9:00 AM to 12:30 PM; Every week (Note: Must live in service area.  Call to check.),Yes,Yes, (Note: Must live in service area.  Call to check.), ,9:00 AM to 12:30 PM; Every week (Note: Must live in service area. Call to check),Yes,Yes, (Note: Must live in service area. Call to check), ,"9:00 AM to 12:00 PM; Every week (Note: Must live in service area. Call to check)
1:00 PM to 4:30 PM; Every week (Note: Must live in service area.  Call to check.)","Yes
No","Yes
No"," (Note: Must live in service area. Call to check)
 (Note: Must live in service area.  Call to check.)"," 
 ",9:00 AM to 12:30 PM; Every week (Note: Must live in service area. Call to check.),Yes,Yes, (Note: Must live in service area. Call to check.), ,,,,,,,,,,,N/A,N/A
211,19661-PART-01,Salvation Army Arlington Corps,518 S. Glebe Rd,,Arlington,VA,VA Arlington County,22204,(703) 979-3380,Danitza.Porras@uss.salvationarmy.org,TEFAP Available,38.866491,-77.09541,2026-04-06 00:00:00,,,,,,,,,,,,,,,,"9:30 AM to 11:30 AM; 1st and 2nd of the Month (Note: Until supplies last.)
1:30 PM to 3:00 PM; 1st and 2nd of the Month (Note: Until supplies last)",No,No," (Note: Until supplies last.)
 (Note: Until supplies last)"," 
 ",,,,,,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
212,19552-PART-01,Our Lady Queen of Peace Church,2700 19th Street South,,Arlington,VA,VA Arlington County,22204,(703) 979-5580,sdiazwells@olqpva.org,Non-TEFAP,38.854162,-77.083181,2026-04-07 00:00:00,,,,,,,,,,,8:30 AM to 11:30 AM; Every week,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
213,22663-PART-01,St. Peters in the Woods,5911 Fairview Woods Drive,,Fairfax Station,VA,VA Fairfax County,22039,(703) 980-9134,markdevoll@gmail.com,Non-TEFAP,38.6987609,-77.2197167,2026-04-03 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 AM to 11:30 AM; 1st of the Month,No,No,, ,,,,,,N/A,N/A
214,19395-PART-01,Alexandria Food Pantry,4725A Eisenhower Avenue,,ALEXANDRIA,VA,VA City of Alexandria,22304,(703) 991-6940,Maria.Rodriguez@ccda.net,TEFAP Available,38.804514,-77.116946,2026-04-20 00:00:00,,,,,,,,,,,9:00 AM to 1:00 PM; Every week (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.  Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.  Questions? Please email AROpantry@ccda.net.),Yes,No, (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.  Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.  Questions? Please email AROpantry@ccda.net.), ,"9:00 AM to 1:00 PM; Every week (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.

Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.

Questions? Please email AROpantry@ccda.net.)",Yes,No," (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.

Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.

Questions? Please email AROpantry@ccda.net.)", ,9:00 AM to 12:00 PM; Every week (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.  Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.  Questions? Please email AROpantry@ccda.net.),Yes,No, (Note: Appointments are required and can be scheduled at ccda.net under the Alexandria Food Pantry page.  Wednesday and Thursday distributions are for registered clients only. New clients must schedule a Friday appointment using the same system.  Questions? Please email AROpantry@ccda.net.), ,,,,,,,,,,,"SNAP, TANF, Medicaid, SSI",https://cafb.sharepoint.com/:i:/s/Analytics/EZQPAOXJRiVHpgm3ZQxSMoQBT8Waq5Q7a8F2jRfeQCvOhg
215,19838-PART-01,Antioch Baptist Church of Clinton,9107 Pine View Lane,,Clinton,MD,MD Prince George's County,20735,(716) 228-1777,fpdir@abcocmd.org,Non-TEFAP,38.764499,-76.889513,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 1:30 PM; 2nd of the Month (Note: See website for specific dates. We serve PG and Montgomery Counties. confirmations https://abcocmd.org/),No,No, (Note: See website for specific dates. We serve PG and Montgomery Counties. confirmations https://abcocmd.org/), ,,,,,,N/A,N/A
216,16050-PART-01,Fort Washington Food Pantry,6336 Rosecroft Drive,,Fort Washington,MD,MD Prince George's County,20744,(757) 405-7372,janay.c.smith@gmail.com,Non-TEFAP,38.755814,-77.000802,2026-04-17 00:00:00,,,,,,,,,,,11:00 AM to 12:00 PM; 2nd of the Month (Note: Produce is offered on the 2nd Wednesday of the month with a drive thru distribution.),No,No, (Note: Produce is offered on the 2nd Wednesday of the month with a drive thru distribution.), ,,,,,,,,,,,"9:00 AM to 11:00 AM; Every week (Note: You must live in one of the following zp codes 20607, 20616, 20640, 20735, 20744, 20745, and 20748)",No,No," (Note: You must live in one of the following zp codes 20607, 20616, 20640, 20735, 20744, 20745, and 20748)", ,,,,,,N/A,N/A
217,22259-PART-01,The Redeemed Christian Church of God - Victory Temple,7218 Lockport Place,,Lorton,VA,VA Fairfax County,22079,(804) 625-9423,adenikeamosu724@gmail.com,Non-TEFAP,38.715851,-77.192476,2026-04-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM to 12:00 PM; 2nd and 4th of the Month (Note: Every one is welcome to the pantry, no discrimination. We count across county  line. As long as they can find their way to the pantry on 2nd and 4th Saturday of the month.)",No,No," (Note: Every one is welcome to the pantry, no discrimination. We count across county  line. As long as they can find their way to the pantry on 2nd and 4th Saturday of the month.)", ,,,,,,N/A,N/A
218,19278-PART-01,First Baptist Church of Ken-Gar,3922 Hampden St,,Kensington,MD,MD Montgomery County,20895,(917) 364-1681,conyandliz@msn.com,Non-TEFAP,39.031527,-77.079765,2026-03-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month (Note: Food pantry is now accepting service insight id cards.),No,No, (Note: Food pantry is now accepting service insight id cards.), ,,,,,,N/A,N/A
219,19618-PART-01,St. Anne's Episcopal Church ( Food Pantry),1700 Wainwright Drive,,Reston,VA,VA Fairfax County,20190,(925) 323-7084,stuartcrest@gmail.com,Non-TEFAP,38.966756,-77.353417,2026-04-15 00:00:00,,,,,,11:00 AM to 1:00 PM; Every week (Note: 1 pre-packed bag of non-perishable food will. be available for each person.),No,No, (Note: 1 pre-packed bag of non-perishable food will. be available for each person.), ,,,,,,11:30 AM to 1:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
220,223583-MOMK-01,Potomac Library,2201 Opitz Blvd,,Woodbridge,VA,VA Prince William County,22191,(703) 792-5044,kburnham@pwcgov.org,Non-TEFAP,38.632695,-77.2814104,1970-01-01 00:00:46,4:00 PM to 6:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
221,23055-PART-01,Woodbridge Church of the Nazarene,14001 Smoketown Road,,Woodbridge,VA,VA Prince William County,22193,(703) 670-2252,gabriel@woodbridgenaz.com,Non-TEFAP,38.6451299,-77.3034998,1970-01-01 00:00:46,,,,,,6:30 PM to 8:30 PM; Every Other Week,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
222,23200-PART-01,Holy Family Catholic Church Food Pantry,14160 Ferndale Road,,Dale City,VA,VA Prince William County,22193,(703) 459-7156,mbrostek1@comcast.net,Non-TEFAP,38.646461,-77.32126,1970-01-01 00:00:46,"4:00 PM to 5:00 PM; Every week (Note: Zip code 22191,22192, 22193)",Yes,No," (Note: Zip code 22191,22192, 22193)", ,,,,,,"3:30 PM to 4:30 PM; Every week (Note: zip codes 22191,22192, 22193)",Yes,No," (Note: zip codes 22191,22192, 22193)", ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
223,223565-MOMK-01,CASA Woodbridge,2359 Research Ct,,Woodbridge,VA,VA Prince William County,22192,(571) 513-8955,wgalaini@wearecasa.org,Non-TEFAP,38.6507773,-77.284624,1970-01-01 00:00:46,,,,,,10:00 AM to 12:00 PM; 2nd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
224,22731-PART-01,CFH Inc.,9021 Centreville Road,,Manassas,VA,VA City of Manassas,20110,(571) 201-6226,helen@cfhva.org,Non-TEFAP,38.757271,-77.461242,1970-01-01 00:00:46,3:00 PM to 6:00 PM; Every week (Note: must call to make an appointment 571-201-6226),No,No, (Note: must call to make an appointment 571-201-6226), ,3:00 PM to 5:00 PM; Every week (Note: For residents of the east end mobile home park only),No,No, (Note: For residents of the east end mobile home park only), ,3:00 PM to 6:00 PM; Every week (Note: must call to make an appointment 571-201-6226),No,No, (Note: must call to make an appointment 571-201-6226), ,3:00 PM to 6:00 PM; Every week (Note: must call to make an appointment 571-201-6226),Yes,No, (Note: must call to make an appointment 571-201-6226), ,5:00 PM to 7:00 PM; Every Other Week,No,No,, ,,,,,,,,,,,N/A,N/A
225,23204-PART-01,Manassas Baptist Church,8730 Sudley Road,,Manassas,VA,VA City of Manassas,20110,(703) 361-2146,kristian@mbcnova.org,Non-TEFAP,38.764821,-77.485106,1970-01-01 00:00:46,,,,,,,,,,,5:00 PM to 8:00 PM; 1st and 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
226,223607-MOMK-01,Manassas Park Community Center,99 Adams St,,Manassas Park,VA,VA Prince William County,20111,(571) 428-3657,randi.knights@dss.virginia.gov,Non-TEFAP,38.7827384,-77.4616718,1970-01-01 00:00:46,,,,,,,,,,,,,,,,4:00 PM to 6:00 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,N/A,N/A
227,22404-MOMK-01,Maranatha Springfield Church,5515 Cherokee Ave,,Alexandria,VA,VA Fairfax County,22312,(571) 575-3707,hordona75@gmail.com,Non-TEFAP,38.804709,-77.167149,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,9:00 AM to 12:00 PM; 4th of the Month,No,No,, ,,,,,,N/A,N/A
228,14570-PUSH-08,Jefferson-Houston Elementary School,1501 Cameron St,,Alexandria,VA,VA City of Alexandria,22314,(703) 419-5182,admin@uncutyouth.org,Non-TEFAP,38.808386,-77.055256,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; 3rd of the Month,No,No,, ,,,,,,N/A,N/A
229,21989-PART-01,The Gourmet Angel Food Bank,317 N Payne Street,,Alexandria,VA,VA City of Alexandria,22314,(469) 237-7858,sheri@thegourmetangelmeals.org,Non-TEFAP,38.80885,-77.052763,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,10:00 AM to 12:00 PM; Every week,No,No,, ,,,,,,,,,,,N/A,N/A
230,17115-MOMK-01,Southern Hills Community Center,4335 4th St SE,,Washington,DC,DC Ward 8,20032,(202) 231-7946,abias@upo.org,Non-TEFAP,38.828046,-76.99975,1970-01-01 00:00:46,,,,,,11:00 AM to 2:00 PM; 4th of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
231,22863-PART-01,St. John's Community Service Center,4700 Eisenhower Ave,,Alexandria,VA,VA Fairfax County,22304,(571) 283-9231,lpuryear@sjcs.org,Non-TEFAP,38.831841,-77.20886,1970-01-01 00:00:46,10:00 AM to 4:00 PM; Every week,No,No,, ,10:00 AM to 4:00 PM; Every week,No,No,, ,10:00 AM to 1:00 PM; Every week,No,No,, ,10:00 AM to 4:00 PM; Every week,No,No,, ,10:00 AM to 4:00 PM; Every week,No,No,, ,,,,,,,,,,,N/A,N/A
232,23013-PART-01,Fairfax Church Resource Center,11451 Braddock Road,,Fairfax,VA,VA Fairfax County,22030,(703) 745-1030,valerienolan@fairfax.cc,Non-TEFAP,38.832625,-77.339159,1970-01-01 00:00:46,11:00 AM to 3:00 PM; Every week (Note: All food is distributed via social service professionals.),Yes,No, (Note: All food is distributed via social service professionals.), ,11:30 AM to 3:00 PM; Every week (Note: All food is distributed via social service professionals.),Yes,No, (Note: All food is distributed via social service professionals.), ,11:30 AM to 3:00 PM; Every week (Note: All food is distributed via social service professionals.),Yes,No, (Note: All food is distributed via social service professionals.), ,9:30 AM to 3:00 PM; Every week (Note: All food is distributed via social service professionals.),Yes,No, (Note: All food is distributed via social service professionals.), ,,,,,,,,,,,1:00 PM to 2:00 PM; Every week (Note: All food is distributed via social service professionals.),Yes,No, (Note: All food is distributed via social service professionals.), ,N/A,N/A
233,14570-PUSH-07,Chick Armstrong Recreation Center,25 W Reed Ave,,Alexandria,VA,VA City of Alexandria,22305,(703) 597-1550,jmoustgaard@hotmail.com,Non-TEFAP,38.837048,-77.057982,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 4th of the Month,No,No,, ,,,,,,N/A,N/A
234,223408-MOMK-01,JBAB Food Pantry,"51 Westover Ave, Suite F",,Washington,DC,DC Ward 8,20032,(808) 375-8270,jacquelyn.gausemel@spaceforce.mil,Non-TEFAP,38.838599,-77.0117227,1970-01-01 00:00:46,,,,,,,,,,,12:00 PM to 5:00 PM; 1st of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,N/A,N/A
235,19652-MOMK-01,Culmore UMC,3400 Charles St,,Falls Church,VA,VA Fairfax County,22041,(703) 966-6148,gerostegui@aol.com,Non-TEFAP,38.853282,-77.136297,1970-01-01 00:00:46,,,,,,11:00 AM to 1:00 PM; 3rd of the Month,No,No,, ,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
236,18134-COMK-02,Arlington Mill Community Center,909 S Dinwiddie St,,Arlington,VA,VA Arlington County,22204,(202) 984-2912,aprivera@capitalareafoodbank.org,Non-TEFAP,38.856411,-77.112303,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 4th of the Month (Note: Distribution continues until food runs out.),No,No, (Note: Distribution continues until food runs out.), ,,,,,,N/A,N/A
237,22052-PART-05,Washington View Apartments,2629 Douglass Rd SE,,Washington DC,DC,DC Ward 8,20020,(202) 621-1600,rjohnson@nhtinc.org,Non-TEFAP,38.857089,-76.989554,1970-01-01 00:00:46,,,,,,,,,,,,,,,,3:00 PM to 6:00 PM; Every week,No,No,, ,,,,,,10:00 AM to 1:00 PM; 1st and 4th of the Month,No,No,, ,,,,,,N/A,N/A
238,22468-PART-02,Largo Community Church -International High School at Largo,505 Largo Rd SW Side,,Upper Marlboro,MD,MD Prince George's County,20774,(301) 702-3810 ext 84137,julisa.rosado@pgcps.org,Non-TEFAP,38.886737,-76.81979,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A
239,18132-COMK-01,Rosedale Recreation Center,1701 Gales St NE,,Washington,DC,DC Ward 7,20002,(202) 644-9848,awright@capitalareafoodbank.org,Non-TEFAP,38.897819,-76.979136,1970-01-01 00:00:46,,,,,,,,,,,,,,,,,,,,,,,,,,8:30 AM to 10:30 AM; 1st of the Month,No,No,, ,,,,,,N/A,N/A
